"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","TRA_MODE","Value","Flag and Footnotes"
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Air","2,896,254",""
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Land","27,212,380",""
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Railways","3,760,837",""
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Bus, coach","1,200,717",""
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Motor vehicle","20,640,440",""
"2016","Italy","Number","Total","From 1 to 3 nights","All countries of the world","Waterway",":","u"
"2016","Italy","Number","Total","4 nights or over","Domestic","Total","19,888,651",""
"2016","Italy","Number","Total","4 nights or over","Domestic","Air","1,662,757",""
"2016","Italy","Number","Total","4 nights or over","Domestic","Land","17,328,372",""
"2016","Italy","Number","Total","4 nights or over","Domestic","Railways","2,647,441",""
"2016","Italy","Number","Total","4 nights or over","Domestic","Bus, coach","697,190","u"
"2016","Italy","Number","Total","4 nights or over","Domestic","Motor vehicle","13,467,231",""
"2016","Italy","Number","Total","4 nights or over","Domestic","Waterway","897,522","u"
"2016","Italy","Number","Total","4 nights or over","Outbound","Total","7,255,478",""
"2016","Italy","Number","Total","4 nights or over","Outbound","Air","5,294,256",""
"2016","Italy","Number","Total","4 nights or over","Outbound","Land","1,870,518",""
"2016","Italy","Number","Total","4 nights or over","Outbound","Railways",":","u"
"2016","Italy","Number","Total","4 nights or over","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Total","4 nights or over","Outbound","Motor vehicle","1,350,571",""
"2016","Italy","Number","Total","4 nights or over","Outbound","Waterway",":","u"
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Total","27,144,130",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Air","6,957,013",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Land","19,198,891",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Railways","2,722,326",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Bus, coach","957,212",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Motor vehicle","14,817,803",""
"2016","Italy","Number","Total","4 nights or over","All countries of the world","Waterway","988,226",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Total","42,018,881",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Air","2,265,294",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Land","38,655,435",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Railways","5,042,946",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Bus, coach","1,646,906",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Motor vehicle","30,809,604",""
"2016","Italy","Number","Personal reasons","1 night or over","Domestic","Waterway","1,098,152",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Total","8,809,882",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Air","5,650,689",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Land","3,005,633",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Railways",":","u"
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Motor vehicle","2,306,779",""
"2016","Italy","Number","Personal reasons","1 night or over","Outbound","Waterway",":","u"
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Total","50,828,763",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Air","7,915,983",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Land","41,661,068",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Railways","5,194,711",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Bus, coach","1,912,046",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Motor vehicle","33,116,382",""
"2016","Italy","Number","Personal reasons","1 night or over","All countries of the world","Waterway","1,251,712",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Total","22,957,185",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Air","653,282","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Land","22,084,342",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Railways","2,497,544",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Bus, coach","973,034",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Motor vehicle","17,829,807",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Domestic","Waterway",":","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Total","2,467,363",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Air","1,154,198",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Land","1,250,310",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Railways",":","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Motor vehicle","1,001,093","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","Outbound","Waterway",":","u"
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Total","25,424,548",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Air","1,807,480",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Land","23,334,652",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Railways","2,574,424",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Bus, coach","1,022,728",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Motor vehicle","18,830,900",""
"2016","Italy","Number","Personal reasons","From 1 to 3 nights","All countries of the world","Waterway",":","u"
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Total","19,061,696",""
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Air","1,612,012",""
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Land","16,571,094",""
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Railways","2,545,401",""
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Bus, coach","673,872","u"
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Motor vehicle","12,979,797",""
"2016","Italy","Number","Personal reasons","4 nights or over","Domestic","Waterway","878,591","u"
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Total","6,342,519",""
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Air","4,496,492",""
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Land","1,755,323",""
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Railways",":","u"
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Motor vehicle","1,305,686",""
"2016","Italy","Number","Personal reasons","4 nights or over","Outbound","Waterway",":","u"
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Total","25,404,215",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Air","6,108,504",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Land","18,326,417",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Railways","2,620,287",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Bus, coach","889,319",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Motor vehicle","14,285,483",""
"2016","Italy","Number","Personal reasons","4 nights or over","All countries of the world","Waterway","969,295","u"
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Total","5,118,133",""
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Air","457,289","u"
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Land","4,591,522",""
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Railways","1,288,451",""
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Bus, coach",":","u"
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Motor vehicle","2,273,999",""
"2016","Italy","Number","Professional, business","1 night or over","Domestic","Waterway",":","u"
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Total","1,638,675",""
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Air","1,479,995",""
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Land",":","u"
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Railways",":",""
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Bus, coach",":","u"
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Motor vehicle",":","u"
"2016","Italy","Number","Professional, business","1 night or over","Outbound","Waterway",":",""
