unit,indic_il,deg_urb,sex,age,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
EUR,MED_E,DEG2,M,Y_GE18,EU28	19018 	18447 	18147 	17852 e	17677 	17096 	16863 	17506 	17493 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,FI	24796 	24473 	24436 	24061 	24433 	24108 	23531 b	23619 	22181 	22289 	20951 	20048 	19861 	18388 	17405 	: 
EUR,MED_E,DEG2,M,Y_GE18,FR	22638 	22325 	22553 	21835 	22370 	21459 	20843 b	21451 	21207 	20736 	19884 b	17385 	16776 	16754 	16137 	: 
EUR,MED_E,DEG2,M,Y_GE18,HR	6889 	6402 	5988 	5796 	5649 	5438 	5646 b	5735 	6171 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,HU	5547 	5101 	4929 	4594 	4679 	4681 	5016 b	4709 	4430 	4928 	4657 	4323 	4179 	3608 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,IE	24027 p	21944 	22024 	21183 	20343 	20544 	18909 b	20167 	22524 	23140 	24266 	23664 	20616 	20545 	19369 	18175 
EUR,MED_E,DEG2,M,Y_GE18,IS	: 	: 	27781 	24360 	22278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,IT	17960 	17566 	17291 	16663 b	16795 	16920 	17065 	16842 	16821 	16510 	16541 	15982 	15566 	15122 	14401 	: 
EUR,MED_E,DEG2,M,Y_GE18,LT	7687 	5652 	6284 	6313 u	5171 	4790 	4784 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,LU	39339 	34078 	30613 b	32194 	31992 	31649 	30427 b	37577 	38550 	37180 	35267 	33958 	32926 	32056 	30124 	28533 
EUR,MED_E,DEG2,M,Y_GE18,LV	7064 	6605 	6735 	5840 	5981 	5738 	5425 b	5372 	5368 	7893 	6818 	4056 	2789 	2561 u	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,MK	: 	2659 	2512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,MT	15839 	15322 	14208 	13749 	12931 	12377 	11909 b	11136 	11829 	11285 	10695 	9930 	9302 	9261 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,NL	24945 	24925 	23795 b	22539 	21979 	22306 	22052 b	20590 	20749 	20732 	20103 	18932 	17959 	17980 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,NO	42512 	41845 	42947 	44140 	: 	42275 	40362 b	37620 	33698 	34664 	32277 	29799 	28832 	25947 	27207 	: 
EUR,MED_E,DEG2,M,Y_GE18,PL	6940 	6267 	6429 	5978 	5789 	5681 	5443 b	4959 	4420 	5198 	4147 	3494 	3112 	2544 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,PT	9533 	9324 	9119 	8700 	8739 	8437 	8652 b	8157 	8601 	7983 	7673 	7532 	7285 	7073 	6806 	: 
EUR,MED_E,DEG2,M,Y_GE18,RO	3756 	3109 	2810 	2591 	2505 	2334 	2364 b	2266 	2143 	2435 	2429 	1899 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,RS	2988 	2755 	2581 	2565 	2556 	2504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,SE	26540 	26372 	26786 	26978 	27072 	26232 	25483 b	23921 	21128 	22506 	22244 b	20980 	19884 	19597 	18902 	: 
EUR,MED_E,DEG2,M,Y_GE18,SI	13732 	13274 	12789 	12740 	12297 	12336 	12507 b	12432 	12328 	12564 	11455 	10478 	9836 	9311 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,SK	7863 	7393 	7184 	7163 	7139 	6950 	7284 b	6537 	6193 	5848 	5022 	4183 	3484 	3037 	: 	: 
EUR,MED_E,DEG2,M,Y_GE18,UK	22736 p	22692 b	22521 	23229 	22954 	20187 	19909 b	18295 	19870 	18207 	20993 	23438 	22120 	21604 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,AT	26451 	26067 	24805 	24760 	24108 	23651 	23281 b	23098 	22083 	20204 	20069 b	18733 	19670 	18992 	17661 	15975 
EUR,MED_E,DEG2,M,Y_GE60,BE	21516 	20750 	19320 	19528 	18985 	18773 	17453 b	16285 	16118 	15652 	14825 	14621 	13691 	13144 	12366 	12325 
EUR,MED_E,DEG2,M,Y_GE60,BG	3461 	3365 	2970 b	3025 	3129 	2655 	2614 b	2992 	3053 	2484 	2129 	1448 	1215 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,CH	41805 	42931 	43853 	37899 	37087 b	38741 	37620 b	31691 	28947 	27360 	26256 	26736 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,CY	14049 	13318 	12565 	12517 	13262 	14592 	14040 b	14580 	12565 	12597 	10897 b	9941 	9369 	10174 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,CZ	7611 	7131 	6937 	6574 	6932 	7104 	7163 b	6733 	6384 	6519 	5414 	4891 	4390 	3927 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,DE	21779 	20911 	20293 	20039 	19427 	19111 	18746 b	17663 	17679 	17860 	17303 	16720 	14817 	15841 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,DK	27464 	26045 	25562 	26508 	26778 	26077 	24608 b	23890 b	22468 	21698 	19870 	20246 	19782 	19391 	19296 	19545 
EUR,MED_E,DEG2,M,Y_GE60,EA	19858 e	19271 e	18810 e	18423 e	18330 e	18211 e	17663 e	17447 e	17511 e	17133 e	16683 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,EA18	19865 	19276 	18815 	18426 	18330 	18196 	17651 	17443 e	17504 e	17127 e	16517 e	15109 e	13998 e	14177 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,EA19	19858 e	19271 e	18810 e	18423 e	18302 	18169 	17619 	17443 e	17504 e	17127 e	16517 e	15163 e	13998 e	14177 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,EE	7550 	7389 	6774 	6070 	5641 b	5266 	5094 b	4600 u	4322 u	: u	: u	: u	: u	: u	: u	: 
EUR,MED_E,DEG2,M,Y_GE60,EL	8800 	8533 	8688 	8640 	8527 	10286 	11002 b	10620 	12800 	12450 	11914 	11320 	10821 	: 	: u	8740 
EUR,MED_E,DEG2,M,Y_GE60,ES	15685 	15460 	14921 	14564 	14544 	14078 	13734 b	13417 	13263 	13656 	12902 b	10470 	9712 	9600 	9025 	: 
EUR,MED_E,DEG2,M,Y_GE60,EU	18449 e	17923 e	17640 e	17373 e	17114 e	16708 e	16183 e	16645 e	16743 e	16354 e	15986 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,EU27	18548 e	18024 e	17731 e	17452 e	17194 	16790 	16237 	16699 e	16807 e	16354 e	15986 e	15121 e	13929 e	13756 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,EU28	18449 e	17923 e	17640 e	17373 e	17114 	16708 	16181 	16645 e	16743 e	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,FI	23889 	23005 	23150 	22729 	22695 	22183 	21699 b	20838 	20020 	19323 	18585 	17179 	17207 	16469 	15433 	: 
EUR,MED_E,DEG2,M,Y_GE60,FR	23469 	23525 	23057 	22885 	22695 	22110 	20658 b	21821 	21629 	20873 	20016 b	16684 	15345 	15139 	14763 	: 
EUR,MED_E,DEG2,M,Y_GE60,HR	6152 	5841 	5574 	5501 	5384 	5318 	5377 b	5597 	5596 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,HU	5498 	5050 	5122 	4937 	4770 	4886 	4856 b	4809 	4652 	5235 	4671 	4266 	4016 	3642 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,IE	19930 p	18876 	17994 	19180 	17654 	20055 	17981 b	18868 	21233 	22285 	19254 	19430 	15846 	15127 	15802 	13159 
EUR,MED_E,DEG2,M,Y_GE60,IS	: 	: 	26755 	24097 	22049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,IT	18020 	17431 	17295 	16347 b	16871 	16843 	16597 	15944 	16303 	15331 	15118 	14435 	13921 	13572 	13019 	: 
EUR,MED_E,DEG2,M,Y_GE60,LT	4706 u	5571 u	6015 u	: u	4420 	4446 	4383 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,LU	43196 	40292 	39098 b	38356 	37355 	36755 	35223 b	37993 	37573 	37537 	33553 	32171 	31049 	28697 	27261 	26493 
EUR,MED_E,DEG2,M,Y_GE60,LV	5374 	5310 	4943 	4617 	5378 	4499 	4447 b	4679 u	4294 u	6417 u	4895 u	: u	: u	: u	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,MK	: 	2841 	2584 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,MT	11066 	11148 	10848 	11809 	11215 	11238 	10206 b	9134 	8788 	8816 	7446 	7663 	7707 	6931 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,NL	22223 	21972 	21200 b	20996 	20376 	20885 	20683 b	19132 	18951 	18558 	17504 	16596 	15625 	15539 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,NO	42598 	42608 	42845 	43708 	: 	43974 	40003 b	36103 	31580 	33158 	30094 	28038 	26437 	24195 	25097 	: 
EUR,MED_E,DEG2,M,Y_GE60,PL	6485 	6014 	6207 	5944 	5897 	5695 	5390 b	4857 	4350 	5102 	4377 	3869 	3470 	2821 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,PT	9271 	9258 	8851 	8332 	8503 	8241 	8323 b	7910 	8064 	7422 	7078 	6755 	6479 	6309 	5759 	: 
EUR,MED_E,DEG2,M,Y_GE60,RO	3714 	3147 	2980 	2828 	2624 	2608 	2711 b	3184 u	: u	: u	: u	: u	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,RS	3016 	2872 	2733 	2946 	2881 	2758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,SE	25195 	24845 	24807 	24148 	25777 	23945 	24969 b	21637 	20755 	21725 	21228 b	21012 	20576 	18500 	18621 	: 
EUR,MED_E,DEG2,M,Y_GE60,SI	12766 	12378 	12291 	12410 	11738 	11706 	11962 b	11782 	11753 	11496 	10707 	9824 	8923 	8652 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,SK	7428 	7215 	6932 	6934 	6578 	6635 	6378 b	6011 	5711 	5225 	4345 	3701 	3173 	2784 	: 	: 
EUR,MED_E,DEG2,M,Y_GE60,UK	21372 p	21462 b	21225 	21106 	19320 	18159 	17686 b	16203 	17075 	15324 	17629 	20157 	18575 	16582 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,AT	26112 	25867 	24541 	24485 	23714 	23101 	22579 b	21750 	20846 	19957 	19578 b	18832 	19183 	19014 	17268 	16692 
EUR,MED_E,DEG2,M,Y_GE65,BE	20212 	19838 	18487 	18773 	18492 	18229 	16681 b	15519 	15523 	14793 	14149 	13960 	13069 	12676 	11883 	11886 
EUR,MED_E,DEG2,M,Y_GE65,BG	3257 	2951 	2826 b	2833 	3015 	2435 	2412 b	2848 	2799 	2394 	1943 	1448 	1172 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,CH	39113 	40319 	41439 	36099 	34356 b	35773 	34704 b	28235 	25397 	23084 	24019 	23794 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,CY	12178 	12261 	11947 	12434 	12263 	12582 	12371 b	12306 	10368 	9883 	9819 b	9254 	8193 	8309 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,CZ	7405 	6907 	6595 	6420 	6807 	6869 	6910 b	6457 	6094 	6160 	5105 	4743 	4237 	3805 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,DE	20867 	20313 	19579 	19699 	19211 	18917 	18701 b	17573 	17477 	17549 	16920 	16283 	14542 	15525 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,DK	25474 	24879 	23522 	24151 	24607 	23416 	22029 b	21444 b	20301 	19313 	17966 	17488 	17040 	16593 	17439 	17701 
EUR,MED_E,DEG2,M,Y_GE65,EA	19198 e	18839 e	18436 e	18223 e	18039 e	17903 e	17363 e	16938 e	16819 e	16463 e	16016 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,EA18	19203 	18844 	18440 	18225 	18039 	17888 	17351 	16934 e	16812 e	16457 e	15858 e	14510 e	13512 e	13598 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,EA19	19198 e	18839 e	18436 e	18223 e	18013 	17861 	17321 	16934 e	16812 e	16457 e	15858 e	14553 e	13512 e	13598 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,EE	6663 	6791 	6301 	5856 	5503 b	5207 	5000 b	: u	: u	: u	: u	: u	: u	: u	: u	: 
EUR,MED_E,DEG2,M,Y_GE65,EL	8725 	8491 	8633 	8505 	8108 	10100 	11031 b	10080 	11871 	11827 	11153 	11033 	10413 	: 	: u	8473 
EUR,MED_E,DEG2,M,Y_GE65,ES	15092 	15165 	14850 	14743 	14259 	13851 	13088 b	12880 	12628 	13423 	12237 b	9648 	9137 	9007 	8715 	: 
EUR,MED_E,DEG2,M,Y_GE65,EU	17904 e	17581 e	17315 e	17324 e	16883 e	16448 e	16017 e	16121 e	16077 e	15686 e	15251 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,EU27	17995 e	17675 e	17399 e	17398 e	16957 	16523 	16066 	16168 e	16135 e	15686 e	15251 e	14364 e	13320 e	13171 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,EU28	17904 e	17581 e	17315 e	17324 e	16883 	16448 	16017 	16121 e	16077 e	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,FI	22750 	22275 	22545 	22168 	21319 	21209 	20733 b	19926 	19115 	17367 	16975 	16669 	16665 	15140 	14603 	: 
EUR,MED_E,DEG2,M,Y_GE65,FR	22951 	23038 	22945 	23281 	22585 	21649 	20905 b	21228 	20793 	19902 	19130 b	15622 	14591 	14382 	14075 	: 
EUR,MED_E,DEG2,M,Y_GE65,HR	5788 	5565 	5359 	5529 	5287 	5424 	5227 b	5735 	5470 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,HU	5499 	5069 	4988 	4770 	4802 	4849 	4799 b	4866 	4652 	5235 	4658 	4247 	3966 	3629 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,IE	19685 p	18731 	19966 	18733 	17368 	20995 	18539 b	19161 	18897 	18943 	18355 	18460 	14418 	14302 	13718 	11896 
EUR,MED_E,DEG2,M,Y_GE65,IS	: 	: 	25427 	22285 	19801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,IT	17764 	17363 	17166 	16129 b	16575 	16555 	15926 	15291 	15240 	14684 	14476 	13991 	13486 	12823 	12426 	: 
EUR,MED_E,DEG2,M,Y_GE65,LT	3782 u	5553 u	6015 u	: u	4443 	4356 	4256 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,LU	44005 	39758 	39321 b	36911 	36979 	36755 	35729 b	36907 	34735 	34050 	31481 	30423 	30017 	27782 	26496 	24781 
EUR,MED_E,DEG2,M,Y_GE65,LV	4962 	4817 	4709 	4565 	4937 	4356 	4316 b	4540 u	4294 u	4962 u	4603 u	: u	: u	: u	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,MK	: 	2850 	2628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,MT	10899 	10718 	10772 	10630 	10885 	10377 	9524 b	7976 	8232 	8590 	7368 	7388 	7550 	6118 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,NL	21186 	20822 	20406 b	20181 	19581 	19945 	19673 b	18031 	18321 	17550 	16579 	15842 	14970 	14857 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,NO	39353 	38527 	39761 	41633 	: 	40438 	37708 b	33443 	29739 	30543 	28500 	26168 	24670 	22837 	23978 	: 
EUR,MED_E,DEG2,M,Y_GE65,PL	6482 	5899 	6307 	5931 	5794 	5617 	5275 b	4794 	4325 	5095 	4283 	3829 	3455 	2835 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,PT	9178 	8976 	8592 	8190 	8503 	8244 	8237 b	7629 	7684 	7415 	6956 	6453 	6037 	5848 	5461 	: 
EUR,MED_E,DEG2,M,Y_GE65,RO	3603 	3141 	2877 	2766 	2670 	2584 	2831 b	: u	: u	: u	: u	: u	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,RS	3033 	2924 	2784 	3001 	2917 	2928 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,SE	23704 	22787 	22394 	22966 	24427 	22400 	22162 b	20102 	17601 	18720 	18369 b	18900 	18705 	16580 	16396 	: 
EUR,MED_E,DEG2,M,Y_GE65,SI	12594 	12377 	12291 	12526 	11725 	11595 	11685 b	11845 	11615 	11319 	10452 	9758 	8713 	8448 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,SK	7033 	6739 	6696 	6629 	6422 	6448 	5997 b	5676 	5527 	5021 	4244 	3603 	3089 	2709 	: 	: 
EUR,MED_E,DEG2,M,Y_GE65,UK	20276 p	20499 b	20181 	20753 	18134 	17144 	17366 b	15162 	16139 	14408 	15892 	18226 	16783 	15663 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,AT	26454 	25893 	23902 	23473 	22530 	22918 	20890 b	19923 	18289 	17843 	19440 b	17816 	19881 	19696 	17265 	17424 
EUR,MED_E,DEG2,M,Y_GE75,BE	18109 	18361 	17075 	16999 	16718 	17000 	15580 b	13911 	14292 	13624 	13494 	12710 	11928 	12042 	11408 	11934 
EUR,MED_E,DEG2,M,Y_GE75,BG	2994 	2775 	2612 b	2514 	2686 	2267 	2280 b	2472 u	2712 u	2068 u	1660 u	1448 u	1233 u	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,CH	35655 	37531 	39001 	33256 	32058 b	33299 	31178 b	26650 	22120 	17177 	18365 	19146 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,CY	11360 	11069 	10167 	10159 	10101 	10110 	10008 b	9783 u	9649 u	8725 u	8153 bu	7485 u	8000 u	7126 u	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,CZ	6938 	6524 	6391 	6109 	6499 	6634 	6725 b	6170 	6015 	5957 	5008 	4648 	4080 	3728 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,DE	21128 	19997 	19294 	19198 	19159 	19800 	19268 b	17965 	18073 	17805 	17303 	15533 	14307 	14900 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,DK	23313 	22262 	21524 	21963 	22759 	21212 	19384 b	18760 b	17651 	17218 	16009 	15824 	16891 	15820 	15732 	16042 
EUR,MED_E,DEG2,M,Y_GE75,EA	18806 e	17974 e	17651 e	17316 e	17251 e	17569 e	16980 e	16233 e	16132 e	15597 e	15219 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,EA18	18808 	17979 e	17655 e	17318 e	17251 e	17558 e	16970 e	16230 e	16128 e	15593 e	15067 e	13523 e	12845 e	12853 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,EA19	18806 e	17974 e	17651 e	17316 e	17230 e	17534 e	16945 e	16230 e	16128 e	15593 e	15067 e	13561 e	12845 e	12853 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,EE	6663 	6396 	6111 	5737 	5333 b	5259 	5062 b	: u	: u	: u	: u	: 	: u	: u	: u	: 
EUR,MED_E,DEG2,M,Y_GE75,EL	8000 	7790 	7878 	7800 	7610 	9250 	10489 b	8080 	9860 	10214 	9437 	9867 	10430 u	: 	: 	9113 u
EUR,MED_E,DEG2,M,Y_GE75,ES	13678 	13989 	13989 	13512 	12930 	12483 	11863 b	11722 	11604 	12825 	11335 b	9043 	8080 	7829 	8400 	: 
EUR,MED_E,DEG2,M,Y_GE75,EU	17589 e	16877 e	16656 e	16498 e	16215 e	16267 e	15608 e	15375 e	15354 e	14782 e	14401 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,EU27	17668 e	16956 e	16720 e	16551 e	16270 e	16327 e	15643 e	15414 e	15400 e	14782 e	14401 e	13345 e	12515 e	12404 e	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,EU28	17589 e	16877 e	16656 e	16498 e	16215 e	16267 e	15608 e	15375 e	15354 e	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,FI	20563 	20192 	20081 	19569 	19748 	18861 	18473 b	18923 	17013 	16551 	15926 	15414 	17481 	14265 	13932 	: 
EUR,MED_E,DEG2,M,Y_GE75,FR	22745 	20575 	21343 	21185 	20420 	19624 	19748 b	19630 	19247 	18625 	17313 b	14531 	14209 	13691 	13820 	: 
EUR,MED_E,DEG2,M,Y_GE75,HR	5788 	5416 	5201 	5536 	5278 	5132 	5081 b	5334 	5450 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,HU	5439 	5102 	4868 	4750 	4857 	4804 	4580 b	5113 	4710 	5020 	4607 	3893 	3983 	3672 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,IE	18476 p	17359 	17189 	18733 	17976 	20995 	17547 b	18550 	18851 	18460 	17694 	16255 	13891 	13338 	13224 	11157 u
EUR,MED_E,DEG2,M,Y_GE75,IS	: 	: 	21961 u	20473 u	17716 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,IT	16668 	16198 	16083 	15222 b	15572 	15815 	15051 	14297 	14570 	14117 	13990 	13573 	12664 	12142 	11935 	: 
EUR,MED_E,DEG2,M,Y_GE75,LT	: u	: u	: u	: u	4503 u	4356 u	4232 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,LU	42247 	39703 	39583 b	37744 	35228 	35116 	33881 b	34240 	34439 	33534 	30579 u	29976 u	29458 u	26911 	24981 	24906 
EUR,MED_E,DEG2,M,Y_GE75,LV	4413 	4319 	4487 	4208 	4081 u	3845 u	3917 bu	: u	: u	: u	: u	: u	: u	: u	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,MK	: 	2850 	2718 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,MT	10551 	10186 u	10624 u	10809 u	10885 u	10323 u	8700 bu	7976 u	8024 u	8472 u	6539 u	7607 u	7541 u	5967 u	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,NL	19582 	18099 	18164 b	18687 	17444 	18123 	17791 b	16482 	16878 	16322 	15598 	13811 	13704 	14515 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,NO	36606 	35455 	35789 	35393 	: 	36920 	33870 b	30105 	26390 	26375 	24572 	23195 	21832 u	20971 u	22050 u	: 
EUR,MED_E,DEG2,M,Y_GE75,PL	6144 	5820 	6044 	5969 	5678 	5701 	5300 b	5014 	4457 	5125 	4604 	4010 	3530 	2851 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,PT	8587 	8533 	8481 	7596 	8072 	7715 	7470 b	7085 	6844 	5815 	5911 	5197 	5036 	4772 	4565 	: 
EUR,MED_E,DEG2,M,Y_GE75,RO	3461 	3058 	2864 	2774 	2716 	2826 	3004 b	: u	: u	: u	: u	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,RS	3000 	2733 	2564 	2933 	2864 	2928 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,SE	20366 	19398 	19778 	20517 	21557 	20470 	19678 b	18395 	16055 	17006 	16592 b	16545 	16253 u	15799 u	15088 	: 
EUR,MED_E,DEG2,M,Y_GE75,SI	12494 	12201 	11828 	12406 	11482 	11290 	10788 b	11393 	11274 	11074 	10488 	9745 	8695 	8004 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,SK	6404 	6227 	6496 	6559 	6276 	5880 	5722 b	5482 	5534 	4916 	4156 	3471 	3021 	2511 	: 	: 
EUR,MED_E,DEG2,M,Y_GE75,UK	18338 p	18721 b	18173 	18858 	16666 	16179 	15539 b	13747 	14748 	13056 	13927 	16136 	14107 	13805 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,AT	22335 	21184 	20110 	19582 	20913 	20356 	19585 b	20516 	19969 	19222 	18820 b	16533 	16326 	15643 	15172 	14635 
EUR,MED_E,DEG2,M,Y_LT18,BE	24990 	24211 	24874 	22447 	22359 	22624 	21133 b	20515 	19678 	19212 	18563 	17872 	18311 	17023 	15391 	16542 
EUR,MED_E,DEG2,M,Y_LT18,BG	3553 	3166 	2816 b	3108 	2853 	2598 	2508 b	2104 	2496 	2480 	1822 	1269 	1358 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,CH	37850 	39648 	41031 	36626 	33862 b	37351 	35731 b	29683 	27257 	25552 	23077 	23926 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,CY	13538 	12563 	11736 	10916 	13392 	14202 	14476 b	15083 	13781 	13381 	13929 b	14999 	14293 	12202 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,CZ	8997 	8235 	7389 	7055 	6903 	7025 	6917 b	7121 	6487 	6676 	5561 	4818 	4379 	3894 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,DE	22741 	21970 	20644 	20178 	19603 	19823 	19540 b	18245 	18003 	17978 	17770 	16591 	15006 	15076 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,DK	30586 	31012 	31430 	31893 	29366 	29142 	27399 b	27091 b	26329 	25827 	25116 	22991 	22885 	23055 	21550 	21373 
EUR,MED_E,DEG2,M,Y_LT18,EA	18545 e	17955 e	17544 e	16993 e	16990 e	16971 e	16738 e	16543 e	16550 e	16316 e	16203 e	: 	: 	: 	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,EA18	18551 	17963 	17552 	16995 	16990 	16952 	16720 	16538 e	16543 e	16307 e	15989 e	14978 e	14253 e	13829 e	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,EA19	18545 e	17955 e	17544 e	16993 e	16952 	16924 	16682 	16538 e	16543 e	16307 e	15989 e	15049 e	14253 e	13829 e	: 	: 
EUR,MED_E,DEG2,M,Y_LT18,EE	12279 	8722 	8292 	7856 	7078 b	6175 	5498 b	6119 u	6091 u	6209 u	5739 u	4511 u	: u	: u	: u	: 
EUR,MED_E,DEG2,M,Y_LT18,EL	7725 	7313 	7070 	6974 	7500 	8361 	10437 b	12500 	15267 	12381 	11414 	10750 	11905 	: u	: u	9612 
EUR,MED_E,DEG2,M,Y_LT18,ES	14039 	12942 	11654 	11376 	11052 	11193 	11745 b	11702 	12329 	12122 	11897 b	10323 	9522 	8767 	8303 	: 
EUR,MED_E,DEG2,M,Y_LT18,EU	17126 e	16489 e	16328 e	16041 e	15700 e	15438 e	15276 e	15714 e	15757 e	15660 e	15506 e	: 	: 	: 	: 	: 
